title,author,source,year,abstract,has_data,raw_answer
基于数据降维和时空特征提取的PM2.5浓度预测模型研究,韩雪微,"0
source        硕士
source    北方民族大学
Name: 10, dtype: str",,"空气质量问题一直是人们关注的重点,建立一个高准确性的PM2.5浓度预测模型,对于环境保护和社会发展具有重要意义。本文提出了基于PCA-CNN-LSTM模型和SAE-CNN-LSTM模型的PM2.5浓度预测算法,其中应用主成分分析法（Principal Component Analysis,PCA）和栈式自编码算法（Stacked Autoencoder,SAE）对目标环境监测站点的变量进行特征降维,同时应用K均值聚类算法（K-means clustering algorithm,K-means）根据经纬度对环境监测站点进行聚类,使用卷积神经网络模型（Convolutional Neural Network,CNN）提取聚类后环境监测站点空气污染物变量的数据特征,最后应用长短期记忆神经网络模型（Long Short-Term Memory,LSTM）提取时间特征。选择三个地理位置、气候特点完全不同的城市沈阳市、苏州市、重庆市2020年1月1日到2021年12月31日每小时空气污染物数据和气象数据来验证模型的准确性和普适性,并将本文提出的两种模型分别与BP神经网络模型（Back Propa",False,否
湖滨带景观特征及其水环境质量研究,孙一鸣,"0
source        硕士
source    苏州科技大学
Name: 11, dtype: str",,"湖滨带是湖泊和陆地之间重要的生态交错区,湖滨带特定的景观特征造就了生物的多样性,同时对水环境质量的提升具有积极作用。太湖湖滨带受风浪冲刷及人为干扰导致相关功能受损并对水环境质量产生影响,而湖滨带生态修复已成为提升太湖水环境质量的重要措施,修复后的湖滨带形成独特的景观特征并作用于水环境质量,探明二者之间的关联性,为湖滨带生态修复及景观营造提供参考借鉴。 基于苏州太湖湖滨带生态保护与修复实践,选取太湖湖滨国家湿地公园、太湖三山岛国家湿地公园湖滨带生态修复区域为研究对象,以景观生态学、恢复生态学等为理论基础,通过实地调研与现场监测,采用景观指数法、反距离权重插值法、主成分分析等研究方法对湖滨带景观特征进行识别,并分析水环境质量变化,以此探明生态修复后湖滨带景观特征及水质变化规律,进一步采用相关性分析、多元逐步回归揭示二者之间的关联性,最后运用BP神经网络模型预测水质变化趋势,基于此提出湖滨带景观优化策略。研究成果如下: (1)从自然属性、空间属性两个方面对湖滨带景观特征进行识别。选取植被类型、鸟类类群、空间形态、景观结构等7项指标构建湖滨带景观特征识别框架并识别。结果表明:太湖湖滨植被类型及",False,否
常州大气PM<sub>2.5</sub>的季节污染特征、氧化潜势及来源解析,崔尧嘉,"0
source        硕士
source    江苏理工学院
Name: 12, dtype: str",,"大气细颗粒物(PM<sub>2.5</sub>)可以通过诱导生物体产生过量活性氧物种（reactive oxygen species,ROS）导致氧化应激继而引发多种疾病,这种诱导产生ROS的能力被称作氧化潜势（oxidative potential,OP）,因此对PM<sub>2.5</sub>的氧化潜势的评估是衡量其健康风险的重要指标。本研究于2021年3月-2022年2月在常州地区采集一年的PM<sub>2.5</sub>样品（n=305）,测定了PM<sub>2.5</sub>中的常规性组分包括水溶性有机碳（WSOC）、水溶性离子（WSIIs）、碳质组分如有机碳（OC）、元素碳（EC）等的浓度水平,并进行了季节性对比。另外,为研究常州地区PM<sub>2.5</sub>的健康风险,采用二硫苏糖醇（DTT）法研究了PM<sub>2.5</sub>组分的OP,联合正定矩阵因子分解法（PMF）和多元线性回归（MLR）详细解析了DTT活性的来源。具体研究结果如下: 常规性组分结果表明,PM<sub>2.5</sub>全年日平均质量浓度为65.5±31.2μg/m<sup>3</sup>",False,否
苏南五市秋冬季PM<sub>2.5</sub>丰量组分、有机分子组成和来源解析研究,华楠,"0
source          硕士
source    南京信息工程大学
Name: 13, dtype: str",,"为了解苏南城市地区在《大气污染防治行动计划》和《打赢蓝天保卫战三年行动计划》实施以来,大气细颗粒物(PM<sub>2.5</sub>)的化学组成和来源分布情况,本研究在南京、苏州、无锡、常州和镇江五座城市同步采集PM<sub>2.5</sub>滤膜样品。各采样点在秋、冬季（2020年9月1日至2021年2月28日）每三天采集一次（10:00至翌日9:00,23 h）,将PM<sub>2.5</sub>分别收集于特氟龙（N=610）和石英滤膜（N=610）上。经实验室分析获得水溶性无机离子、碳质组分（organic carbon,OC;elemental carbon,EC）、非极性和极性有机示踪物的浓度数据以及甲醇可提取OC（methanol extractable OC,MEOC）的吸光作用（棕碳;brown carbon,Br C）,在此基础上分析了PM<sub>2.5</sub>各组分和Br C吸光作用的时空变化情况。另外,采用正矩阵因子分析（positive matrix factorization,PMF）模型基于有机示踪物数据解析苏南五市PM<sub>2.5</sub>中各",False,否
长三角地区大气棕色碳气溶胶光学性质、来源与分子特征研究,麻昊,"0
source      硕士
source    天津大学
Name: 14, dtype: str",,"大气棕色碳气溶胶是有机气溶胶中的吸光组分,在地球系统辐射平衡中发挥着重要作用,可以直接或间接地影响太阳及地球的辐射进而改变全球气候。尽管棕色碳气溶胶的光吸收能力已被广泛认可,但其组成复杂且来源多样,导致目前对不同环境大气棕色碳光吸收的时空演变规律及其对气候影响的认识仍存在较大的不确定性。因此,阐明典型环境大气棕色碳气溶胶光学特性、来源以及分子组成,有助于更准确地揭示棕色碳的辐射强迫影响,同时也为进一步完善气候模型、准确评估气溶胶的气候效应提供理论支持与数据支撑。 长江三角洲地区位于我国东部沿海,是我国城市化与工业化发展最迅速的地区之一。近年来,由于人为活动排放的大气污染物快速增加,长三角地区的大气气溶胶污染成为影响该地区的主要环境问题之一,已经引起了社会各界的广泛关注。然而,关于长三角地区大气棕色碳光学特性时空演变规律及其来源和影响因素的研究仍然较为匮乏,制约了对该地区气溶胶污染特征和环境气候效应的全面深入理解。基于此,本研究选取长三角地区典型的内陆（合肥）和沿海（宁波）城市站点,分昼夜和季节开展大气PM<sub>2.5</sub>气溶胶的样品采集,综合利用紫外-可见光谱（UV-Vis",False,否
基于深度学习的室内外空气质量预测方法研究,晏俊,"0
source        硕士
source    苏州科技大学
Name: 15, dtype: str",,"随着社会的发展,在国家发展中,党中央多次强调要注重环境保护和空气质量保护,要保障人民群众的身体健康和生活质量,因此,室内外空气质量是影响人类健康和生活质量的重要因素之一。不仅对人们的健康有着直接的影响,还会对环境产生负面影响,例如导致大气污染、气候变化等问题。尤其在城市中,随着工业、交通等人类活动的不断增加,室内外空气质量监测和管理的重要性日益凸显。因此,研究一种高效、准确的室内外空气质量预测方法具有重要的理论和实践意义。 在室内外空气质量预测中,传统的深度学习模型存在一些不足之处。首先,由于深度学习模型往往需要大量的数据来训练,因此在数据量不足时,模型可能会出现过拟合的问题,影响预测结果的准确性和可靠性。其次,现有的物理模型(WRF-CMAQ)也存在诸多不足,需要大量的计算资源和时间,计算复杂度较高,因此在计算效率和实时性上存在一定的局限性。同时,WRF-CMAQ模型的精度和可靠性受到气象因素、大气化学反应机制等因素的影响,模型在某些复杂环境下的预测效果可能会降低。针对这些问题,需要探索一种高效、准确的室内外空气质量预测方法。主要研究内容如下: (1)提出了引入室外特征的预测方法来对",False,否
净水厂滤池反冲洗水特征规律及回用技术研究,蒋浩男,"0
source        硕士
source    苏州科技大学
Name: 16, dtype: str",,"城市净水厂（WTP）的砂滤池（SF）和生物活性炭滤池（BACF）作为重要的净水工艺流程,在运行一段时期需要进行反冲洗,来达到恢复其净水效能的目的,过程会产生滤池反冲洗水（FBW）。大多数净水厂选择将其回用,实现节约淡水资源和低废水产出的目的。本文根据当地水源水质特性、结合活性炭深度处理工艺特点,制定适当的水质分析方法,研究发现,滤池反冲洗水中浊度、氨氮、有机物含量、消毒副产物生成潜能等特性整体可控,直接回用对出厂水质影响不大;反冲洗水中有机物以小分子为主,“<1 KDa”与“1-3 KDa”分子量区间有机物浓度夏季在1.5-2 mg/L,冬季浓度在0.9-1.5 mg/L,疏水性有机物占比超70%,考虑到小分子有机物与疏水性有机物为消毒副产物产生的主要前体物,需重点监测;微生物属性研究显示,反冲洗水中2-5μm颗粒占比超50%,冲洗前期在20000个/L上下浮动,具有一定回用风险,需严格控制回用比例和常规工艺管控水平;对夏、冬两季回用水质表征发现,冬季反冲洗水质优于夏季,在夏季砂滤池三氯甲烷含量高于60μg/L,高于饮用水安全规定的指标。夏季反冲洗水在回用时应重视回用水质量与工艺控制水",False,否
低共熔溶剂分散液相微萃取石墨炉原子吸收法测定铬、硒、镉,陈蓓蓓,"0
source        硕士
source    苏州科技大学
Name: 17, dtype: str",,"随着社会经济的发展,环境水体以及大气污染越来越严重,水环境以及大气环境中大量存在的金属元素不仅会造成环境污染,对人体健康也会造成严重危害。目前用于富集提取金属的前处理方法,大多在萃取过程中使用了有毒试剂,往往会对环境造成污染,不能够满足绿色化学的要求。如今,低共熔溶剂作为传统溶剂的替代品发展起来,由于其具有低挥发性、低成本、可生物降解性和低毒性、不可燃性等优点,被视为绿色溶剂。本文合成了不同的低共熔溶剂作为分散液相微萃取过程中的萃取剂,可以有效避免有毒试剂的使用,再与连续光源石墨炉原子吸收光谱法联用,建立了测定铬、硒以及镉的方法,并应用于自来水、河水、湖水中铬、硒、镉以及大气颗粒物中铬、镉的测定分析。研究成果如下: (1)选用百里酚为氢键受体(HBA),辛酸为氢键供体(HBD)合成了低共熔溶剂(DES),建立了基于低共熔溶剂的分散液相微萃取-连续光源石墨炉原子吸收光谱法测实际水样和大气颗粒物中铬的方法。分别从萃取剂的种类、HBA与HBD的摩尔比、萃取剂的体积、分散剂的种类及体积、螯合剂的种类及体积、p H、萃取时间、离心时间等方面考察了对铬的萃取效果。结果表明,在百里酚与辛酸的摩尔比为",False,否
基于空间计量模型的PM<sub>2.5</sub>时空演进及其对多维城镇化的响应研究,王诗雨,"0
source        硕士
source    苏州科技大学
Name: 18, dtype: str",,"中国的城镇化一直保持快速增长。城镇化在带来大量收益的同时,以PM<sub>2.5</sub>为主的细颗粒物引发的大气污染日益加剧。为解决传统城镇化进程中存在的生态环境问题,2020年,《中共中央关于制定国民经济和社会发展第十四个五年规划和二〇三五年远景目标的建议》明确指出“推进以人为核心的新型城镇化”,将绿色发展理念贯穿于空间领域。这也为生态文明新视角下的城镇化研究提供了政策支持。分析PM<sub>2.5</sub>污染的时空演变规律,并探究PM<sub>2.5</sub>污染与城镇化各子系统之间的关系,对于提出针对性的区域大气污染联防联控措施、实现长三角城市群高质量发展与生态文明建设的双赢至关重要。 本研究以长三角41个地级市为研究对象,首先,基于2004-2018年的社会经济数据,对经济、人口、土地、生态城镇化水平进行时空分析;其次,综合运用标准差椭圆、趋势分析、空间自相关等方法从时序演变、空间演进、时空特征3个方面,揭示近15年长三角PM<sub>2.5</sub>污染时空变化规律;最后,通过熵权法构建经济、人口、土地、生态四个城镇化体系,选用动态空间模型,从理论上分析城镇化各维",False,否
城市公园竹类景观林康养功能评价与作用研究,王锐涵,"0
source        博士
source    南京林业大学
Name: 19, dtype: str",,"21世纪全球人类健康问题成为共识。党的十八大把人民健康放在优先发展的战略地位,做出“全面推进健康中国建设”的重大决策部署;党的十九大明确指出“实施健康中国战略”。当前,城市生态环境日趋恶化,各类生理疾病和心理疾病严重影响公众健康。中国的竹类植物有39属、870余种,占全球1642个竹种的50%。中国拥有世界上最丰富的竹子资源,竹林面积和储蓄量均位于世界首位。竹类植物资源是城市中重要的康养资源,能够改善人居环境、提高公众健康、塑造城市地域景观。因此,展开竹类植物资源的园林康养研究是森林康养研究的重要组成,是应时代需要,公众需求的重要方面,也是风景园林学科的学科内涵不断丰富、学理逻辑不断完善、技术方法寻求突破过程中的重要研究内容之一。 在理论层面,本研究梳理了竹类植物、康养、森林康养、园艺疗法、园林康养的内涵,辨析了竹林康养与森林康养、广义园林康养、狭义园林康养之间的包含关系,以推演竹林康养内涵的内在逻辑以及理论内核基础。通过竹类植物康养研究的中英文文献,总结了中文文献在文献研究主题方面的分布特征以及文献载体的特征,英文文献在研究内容、研究领域的动态变化。中文文献的主题主要围绕环境康养、景",True,是
梅雨期无锡太湖北岸大气污染物变化特征研究,吴昭烨,"0
source          硕士
source    南京信息工程大学
Name: 20, dtype: str",,"无锡市位于中国江苏省南部,地处长江三角洲腹地,是太湖流域的交通枢纽。无锡作为苏锡常都市区的中心地带,一直是经济发展最快的城市之一。随着我国区域经济的迅速发展,能源的消耗量持续增长,大气污染也日趋严峻。对无锡市大气污染物宏微观变化特征研究,可以完整地了解无锡市大气污染的形成机制,为区域大气污染防治提供科学依据。目前大部分研究多关注秋冬季大气颗粒物污染,夏季的大气污染物变化与江淮梅雨季节相重合,并且也恰逢夏收夏种。气象条件和人类秸秆焚烧的共同作用对江苏南部地区的大气污染的影响及其机理,尚未有一个非常清晰的认识。围绕以上问题,本研究开展以下研究:首先,为了研究夏季风降水梅雨期无锡太湖北岸大气污染物长期变化特征,利用2011—2020年5—7月太湖北岸大气成分和地面气象要素逐小时数据,分析了梅雨前、梅雨期间和梅雨后太湖北岸6种大气污染物浓度长期变化特征、大气污染物变化与气象条件的相关性,以及夏收夏种农业活动对梅雨期太湖北岸大气污染物的影响。其次,为了分析梅雨期太湖北岸大气颗粒物和降水的化学组成,利用无锡市2016年6月至7月连续采集的9个粒径段大气颗粒物样品和大气降水的样品数据,分析了太湖北岸",False,否
大气污染治理中地方政府履责研究,胡灵,"0
source        硕士
source    南京农业大学
Name: 21, dtype: str",,"近年来随着绍兴市工业化进度的深入发展,经济发展效益取得了一定的成就,其地区生产总值常年处于全国338个地级市的前40位,是浙江省内乃至长三角一体化发展城市群中的重要一员。经济的飞速发展,却常常伴随着绍兴市本地自然生态环境效益的损害,特别是大气环境的污染更是直接威胁绍兴市社会公民的身心健康。绍兴市人民政府积极响应国家和省级大气环境污染治理政策,认真履行相关法律规定的大气污染治理政府责任,但是治理效果差强人意。为了提高大气环境污染治理绩效,对地方政府在大气污染治理履行政府责任的能力等进行深入研究有积极的现实意义。 本文以绍兴市YC区人民政府在大气污染治理中履行政府责任作为研究对象,运用责任政府理论、公共物品理论与外部性理论,采取文献分析、案例分析等方法,从绍兴市YC区人民政府大气污染治理履责实践入手,在阐述当前YC区大气污染三大主要来源现状的基础上,对YC区政府从统筹规划经济社会发展与大气治理工作、合理规划工业布局、加强防治大污染的科学研究、出台大气污染治理措施四个方面履行政府责任的状况进行分析,同时,对YC区FQ矿简易垃圾堆放场大气污染治理政府履责典型案例进行深入剖析,梳理政府在大气污染",False,否
苏州市区臭氧污染特征分析及对策研究,杨洁,"0
source        硕士
source    苏州科技大学
Name: 22, dtype: str",,"近年来,臭氧污染问题已经成为人们关注的焦点。高浓度的臭氧对人体健康和生态环境都具有很大的危害性,其污染成因的复杂性使得治理过程有一定的难度。本文通过对苏州市区2015～2019年8个国控监测站点的臭氧及NOx进行分析,结合气象因素、PM2.5,对臭氧浓度的时空变化特征进行研究,同时对大龙港新村附近某一监测点的VOCs数据（2019年5月和7月）进行臭氧敏感性和臭氧生成潜势分析,并对VOCs来源进行源解析,主要的研究结论如下: （1）通过对苏州市区2015～2019年的臭氧浓度时空变化特征进行分析,结果表明,臭氧日最大8小时平均浓度第90百分位数在165～175μg/m<sup>3</sup>范围内变化,且均超过二级浓度标准160μg/m<sup>3</sup>。研究时段内,苏州市区并无重度污染和严重污染的情况出现,但会出现一定的轻度污染和中度污染现象。虽然2017年至2019年臭氧超标率有些许的下降,但中度污染天数减少不明显。轻度污染和中度污染主要集中4～9月份,其中度污染5～6月份,臭氧浓度高值区主要是在春夏季节,秋冬季节浓度较低。臭氧24小时变化特征呈现“单峰”型分布,在15:00",False,否
