title,author,source,year,abstract,has_data,raw_answer
苏州市常见植物配置对城市生态效应影响的研究,刘莹莹,"0
source      硕士
source    苏州大学
Name: 16, dtype: str",,"植物配置常常是从景观美学角度出发,较少考虑其对生态效应的影响。本试验以苏州市常见的园林植物和植物配置类型为研究对象,通过对不同园林植物和不同植物配置的光合特性、单位面积滞尘量、降温增湿效应等生态指标进行评价分析,探明不同园林植物和不同植物配置类型的生态效应,以期为城市生态园林的建设提供理论依据和应用途径。研究结果表明:1.不同空间类型对微环境降温增湿的影响是广场和公园>街道>古典园林和居住区>酒店>校园。2.4种植物配置类型对微环境温度的影响与其对微环境湿度的影响相反。4种植物配置日平均降温增湿效应为:群乔>乔灌草>乔草>乔硬质。其中,乔灌草、乔草、乔硬质和群乔对微环境的降温效应分别在10:00和11:00、10:00和11:00、15:00和17:00时最为明显,温度分别下降了2.3℃、2.1℃、1.8℃和1.9℃。在10:00时,各配置对微环境的增湿效应最为明显,分别为13.5%、13.3%、11.7%和11.8%。3.PAR在0-200μmol.m-2.s-1时,供试植物的Pn随着PAR的增加急剧增加;当PAR大于200μmol.m-2.s-1时,随着PAR增大,Pn继续随着增大",False,否
城市公园生态服务功能价值评估体系研究,胡少波,"0
source        硕士
source    四川农业大学
Name: 17, dtype: str",,"随着城市化的进程,大量人口聚集到城市之中,这对于城市的生态环境提出了更高的要求,良好的生态环境得益于良好的城市绿地,其中一个重要的组成部分就是城市公园。城市公园所具有的生态服务功能对于环境质量的提升具有重要作用。本次研究在实地调查和文献研究的基础上,对城市公园生态服务功能、评估方法、评价体系进行了研究,并借助构建的体系分别对成都两个公园进行了生态服务功能评价。研究结果如下：(1)结合文献查阅法、调查问卷法、频度分析法构建了针对城市公园生态系统尺度的服务功能评价指标群。评价指标分别包含有涵养水源、固碳释氧、蒸腾吸热、吸收二氧化硫、空气滞尘、降低噪音、提供负离子、景观游憩以及社会效益。此外,通过对于评价方法的研究,分别选择了适应目标区域科学合理的价值评估方法。(2)在大量调查文献的基础上建立针对南方城市的基础科研数据库,分别对常见的园林树种叶面积指数、固碳、释氧、滞尘、蒸腾、吸收二氧化硫进行了汇总,建立了相对应的南方植物基础数据资料库。(3)通过实地调查结合评价体系、评价方法以及植物基础数据,分别对光华公园和新桂湖公园进行了生态系统服务功能评价。光华公园生态服务功能价值为107591492",False,否
江苏省重点公益林生态服务功能及价值评估,赵硕,"0
source        硕士
source    南京林业大学
Name: 18, dtype: str",,"森林生态系统在维护人类生存环境和改善陆地气候条件方面发挥着重要的作用，对其生态服务功能及价值的评估已成为当前研究的热点之一。本文以江苏省重点公益林为研究对象，在分析了江苏省重点公益林特征、生态服务功能评估指标及评估方法的基础上,依据国家林业局发布的《森林生态系统服务功能评估规范》（LY/T1721-2008）标准，结合长江三角洲城市森林生态站长期监测数据和江苏省森林资源二类调查资料，对2009年江苏省重点公益林的生态服务功能及价值进行了评估；并在评估结果的基础上，利用系统动力学原理和STELLA软件对江苏省重点公益林2010～2030年间生态服务功能价值进行了动态仿真模拟，以期为江苏省重点公益林规划、保护和管理提供理论依据及科学指导，在确保区域生态安全的前提下充分发挥重点公益林的生态服务效益。主要研究结果如下： 	1．江苏省重点公益林生态服务功能总物质量为：涵养水源14.85亿t；固土681.69万t，保肥28.62万t；固碳187.86万t，释氧457.95万t；积累营养物质22.87万t；吸收二氧化硫3.27万t，吸收氟化物0.13万t，吸收氮氧化物0.16万t，滞尘462.01万",False,否
川芎岩石—土壤—植物元素迁移与富集研究,周斯建,"0
source        博士
source    成都理工大学
Name: 19, dtype: str",,"川芎(Ligusticum chuanxiong)是四川著名的道地药材,川芎种植是彭州市现代农业发展的重要项目和农民的主要经济来源。随着川芎质量标准的进一步深化,川芎产区土壤质量和重金属污染现状成为影响川芎优质生产及产业发展的主要因素。因此,探明川芎岩石-土壤-药材的元素迁移、富集特征及来源对扩大川芎药材生产、提高川芎品质具有重要的意义。本研究按不同地质环境因子将川芎GAP种植基地划分为7个取样点,按照多目标地球化学调查方法,系统测试了川芎生产基地中岩石、土壤、大气降尘、地表灌溉水和川芎全株中的常量元素、有益元素和重金属元素的含量,研究了地球化学元素在岩石-土壤-川芎系统中的富集、迁移、分布规律。采用污染因子指数法、地积累指数法、富集因子等方法对土壤、大气、地表灌溉水进行质量评价和药材安全性、健康风险评价。利用主成分分析、相关性分析、方差分析等多元统计分析法探讨了土壤、大气、川芎中重金属的来源。在此基础上比较了不同耕作方式对川芎重金属含量的影响,就川芎中重金属对人体的健康风险进行了初步评估,为进一步采取适宜的农业生产方式和耕作措施提供理论依据。主要取得以下结论:(1)对川芎GAP基地耕",False,否
Title-题名,Author-作者,"0
source    SrcDatabase-来源库
source        Source-文献来源
Name: 20, dtype: str",,Summary-摘要,False,否
镇江37种绿化树木单叶滞尘量分析,张翼飞,"0
source        期刊
source    广东农业科学
Name: 21, dtype: str",,"选择镇江37种绿化树木对其单叶滞尘量进行比较,结果表明,珊瑚树、桂花、八角金盘、枇杷单叶滞尘量较高,归为第1类;金叶女贞、红花檵木、悬铃木、香樟和夹竹桃归为第2类;毛白杨、银白杨、广玉兰、紫荆、构树、构骨冬青、白蜡、臭椿、杨树、大叶女贞、樱花、凤尾兰小叶女贞、枫香、紫叶李、海桐、紫丁香、三角枫、刺槐、桃树、银杏、大叶黄杨、枫杨、红叶石楠、椤木石楠、鸡爪槭、国槐和小叶黄杨单叶滞尘量相对较低,归为第3类。",False,否
Title-题名,Author-作者,"0
source    SrcDatabase-来源库
source        Source-文献来源
Name: 22, dtype: str",,Summary-摘要,False,否
广西桂北峰丛岩溶生态区罗汉果的农业地质研究,曾其国,"0
source        博士
source    成都理工大学
Name: 23, dtype: str",,罗汉果的农业地质研究是集地质学、农学、生态学与食品科学等多学科交叉的综合研究。论文通过对罗汉果产区（永福、临桂和龙胜县）等不同地层岩石、大气降尘、灌溉水、土壤和植物样品的采集，分析测试了岩石、土壤和植物中的常量元素（Al、Ca、K、Mg、Na）、有益元素（Si、Fe、Cu、Mo、Zn、B、Se）、有害元素（As、Cd、Cr、Hg、Pb、Ni）的含量和酸碱性，同时对水样品中的氯化物、氟化物和氰化物及总As、总Cd、Cr<sup>6+</sup>、总Cu、总Hg、总Pb、总Se、总Zn的含量，大气降尘中As、Cr、Cd、Hg、Ni、Pb、Se、Fe、Cu和Zn的含量进行测试分析。依据测试资料，研究了产区地球化学元素在不同地层“岩石-土壤-罗汉果”向量大系统中的迁移、分布和富集特征。结合中华人民共和国农业行业标准（NY/T391－2000）绿色食品产地环境技术条件要求标准，采用单项组分评价和综合多组分评价方法对罗汉果主产区的不同地层上的土壤类型做出了综合评价。并采用多因素的评价结果，对产区进行农业地质区划。论文主要取得以下结论： 	（1）罗汉果产区的主要地层为下元古界上板溪群（Pt<sub>,False,否
无锡惠山地区秋季毛竹游憩林生态保健功能研究,张晶,"0
source           硕士
source    中国林业科学研究院
Name: 24, dtype: str",,森林旅游逐渐成为城市居民假期生活的一项重要选择，而竹林作为一种具有特殊美感和文化内涵的游憩林分，受到人们的广泛喜爱。本文以无锡惠山森林公园与青山公园毛竹林为例，以气候舒适度、空气悬浮颗粒物（包括TSP、PM10、PM2.5）、空气负离子水平、有机挥发物为指标研究竹林的生态保健功能，并以该林分的林缘作为对照进行分析。通过研究，得出以下结论： 	1、竹林具有巨大的生态保健作用，可以有效的达到改善小气候环境、降低空气颗粒物浓度、增加空气负离子含量，以及释放许多对人体健康有益的有机挥发物。 	2、白天竹林由各指标所反映的空气质量和最适游憩时间不尽相同。①人体气候舒适度在早上和下午最高，中午最低。②空气颗粒物浓度在中午最低，上午和下午相对较高。③空气负离子浓度的高峰期出现在中午13:00左右，上午和下午较低。④植物有机挥发物的日变化趋势近似呈“三峰三谷”型，高峰期出现在1:00、11:00～13:00及21:00，其中对人体健康有益的挥发物成分在3:00、9:00、13:00～17:00出现高峰，对人体健康不利的挥发物浓度在1:00、7:00、23:00出现高峰。 	3、林分密度和小气候环境会对,False,否
Title-题名,Author-作者,"0
source    SrcDatabase-来源库
source        Source-文献来源
Name: 25, dtype: str",,Summary-摘要,False,否
芜湖市主要绿化树种滞尘能力的比较研究,郑蕾,"0
source          期刊
source    安徽科技学院学报
Name: 26, dtype: str",,"对芜湖市20种主要绿化树种滞尘能力进行测定分析,以单位叶面积滞尘量、叶干重滞尘量、单叶滞尘量3种指标测定一般滞尘能力;比较不同树种累积滞尘量以及同一树种在不同功能区滞尘量。结果表明,不同绿化植物种类和习性,叶面滞尘量存在较大差异。从生长习性上看,灌木的滞尘量最大,常绿乔木次之,落叶乔木最小。从叶片特征上看,叶片多皱褶、多油脂、粗糙、被毛等特征的树种更有利于拦截、吸附粉尘,滞尘能力较强。同一树种在不同地区的叶片滞尘量可以反映树木所在环境空气质量,公园和学校的空气质量明显好于道路和工业区。雨后随着时间推移,同一树种叶片滞尘量在不同时间差异显著,且不同树种叶片滞尘量总体均呈上升趋势。",False,否
宁波市镇海区生态公益林生态系统服务价值评估,沈沉沉; 尹俊光; 张净; 黄焰城; 达良俊,"0
source                 期刊
source    华东师范大学学报(自然科学版)
Name: 27, dtype: str",,"通过在宁波市镇海区的4条生态公益林带设置9个样点,对林带内外的微生物含量、温湿度、负氧离子个数和噪音值进行实地测定,并采集植物叶片样本,分析滞尘量和硫、氯、氟含量.基于以上数据,采用影子工程法和替代费用法等方法对宁波市镇海区生态公益林生态系统服务价值进行评估.结果显示,2008年镇海区生态公益林生态系统服务总价值为16 527.61万元;各项功能的价值量依次为净化大气环境>涵养水源>调节温度>固碳释氧>保护生物多样性>活立木蓄积>固定土壤.并提出了两个影响城市生态公益林生态服务价值评估的因素,分别为:评估对象的植物配置情况、评估体系与方法的选择.",False,否
九华山森林生态系统生态服务价值评估,张乐勤; 荣慧芳; 许杨; 许信旺,"0
source      期刊
source    山地学报
Name: 28, dtype: str",,"基于LY/T1721—2008《森林生态系统生态服务功能评估规范》,采用实证研究、意愿调查、文献研究等方法,估算了九华山森林生态系统生态服务价值,结果表明:2009年,九华山森林生态系统生态服务价值为84 208.50万元,实物生产价值为4 359.06万元,生态服务价值是实物生产价值的19.31倍。各项生态服务功能价值大小顺序为:涵养水源>保育土壤>生物多样性保护>固碳释氧>森林游憩>净化大气环境>积累营养物质。可为九华山管委会制定旅游、社会经济发展规划,合理开发九华山生态旅游资源,提供理论依据和数据支撑,也可增强人们对九华山森林资源保护的自觉性和主动性。",False,否
苏州市主要园林植物滞尘能力的研究,武新; 王洁青,"0
source              期刊
source    辽宁农业职业技术学院学报
Name: 29, dtype: str",,"对苏州市不同地点的常见园林植物滞尘能力进行了测定分析,表明了不同园林植物间的滞尘能力存在很大的差异。乔木树种中广玉兰、紫薇滞尘能力强,垂柳、银杏弱;灌木树种中大叶黄杨和海桐滞尘能力强,金叶女贞和红花木滞尘能力弱;常绿针叶树种中雪松的滞尘能力强于黑松。选择树种时应优先选择滞尘能力强的植物。",False,否
Title-题名,Author-作者,"0
source    SrcDatabase-来源库
source        Source-文献来源
Name: 30, dtype: str",,Summary-摘要,False,否
江油市大康镇农业生态地球化学评价,崔冬霞,"0
source        博士
source    成都理工大学
Name: 31, dtype: str",,"随着我国社会经济的发展,土壤重金属、残留农药、化肥污染、污水灌溉呈蔓延趋势,农产品品质受到一定影响。尤其是我国加入WTO后,若干发达国家对我国农产品出口实行“绿色壁垒”,给国家、企业、农民造成了巨大的经济损失,不利于农业增效、农民增收和农村经济发展。目前,我国大多数土地质量环境底数不清,区域土地利用规划和农业布局缺乏基础依据。因此,实现科学的农业规划、进行农业经济结构调整、发展农村经济,查明农业地质环境质量状况已成为当务之急。 	本论文以环境地球化学、土壤地球化学、农业地质地球化学和生态环境地球化学理论为基础,结合研究区具体情况,对研究区开展了地球化学野外勘察,并根据地质背景、地形地貌以及土壤的类型分布等特征,完成了野外样品采集以及测试分析;根据野外勘测的样品分析结果,利用数理统计方法以及GIS技术,对江油市大康镇不同土壤类型以及其他媒介中重金属的分布特征进行综合研究;利用重金属土壤现实含量评价、潜在生态危害指数评价以及模糊数学综合评价三种方法对土壤重金属进行评价,并结合土壤肥力评价结果与生态效应情况,对土地质量进行地球化学分等定级;完成了植物生态效应的分析工作,并以此为基础进行土地利",False,否
Title-题名,Author-作者,"0
source    SrcDatabase-来源库
source        Source-文献来源
Name: 32, dtype: str",,Summary-摘要,False,否
苏州森林生态服务功能价值评估,冯育青; 陈月琴; 陶隽超,"0
source        期刊
source    华东森林经理
Name: 33, dtype: str",,"以最新发布的《中国森林生态系统服务功能评估规范》为依据,根据2007年苏州市森林资源规划设计调查资料,对苏州森林生态系统的涵养水源、保育土壤、固碳释氧、营养物质积累、净化空气、物种保育、景观游憩等生态服务功能价值进行初步评估。结果表明,苏州森林生态系统单位面积服务功能价值为69255元(/hm2·a),总价值为446830万元/a,其中涵养水源价值为167910万元/a,保育土壤价值为59614万元/a,累积营养物质价值为25235万元/a,固碳释氧价值为76023万元/a,净化空气价值为25629万元/a,物种保育价值为86148万元/a,景观游憩价值为6271万元/a。",False,否
Title-题名,Author-作者,"0
source    SrcDatabase-来源库
source        Source-文献来源
Name: 34, dtype: str",,Summary-摘要,False,否
攀枝花钒钛磁铁矿区重金属元素地球化学特征,徐争启,"0
source        博士
source    成都理工大学
Name: 35, dtype: str",,"由于矿山环境问题及表现形式不同,硫化物型矿山一直是人们关注的重点,而氧化物型矿山由于不产生酸性矿业排水（AMD）等明显的环境问题,人们对氧化物型矿山环境问题重视程度不够,研究程度较浅,但氧化物型矿山产生的环境问题和潜在的环境问题不容小视。 	本论文在国家科技攻关项目（2005BA901A03）和国际合作项目（2005DFA20900）支持下,选择我国著名的氧化物型矿山——攀枝花钒钛磁铁矿作为研究对象,以矿区不同环境介质作为研究载体,采用ICP-MS、ICP-OES等分析方法,系统研究了矿业活动过程中水环境、土壤环境、大气环境、植物等矿山环境介质中重金属的地球化学特征。取得了以下成果: 	（1）对重金属在矿区水—悬浮物—水系沉积物系统中的地球化学特征进行了研究,发现水体重金属含量很低,悬浮物及沉积物中的重金属含量较高;Cu、Zn、Co、Ni、Fe、As在悬浮物中的含量高于沉积物,Pb、V、Ti、Cr在沉积物中的含量高于悬浮物;分配系数反映活动性最强的是Hg,其次为As和Ni,Ti最不活泼;从沉积物形态分析结果来看,攀枝花矿山水系沉积物中Ti最稳定,V、Cu、Cr较稳定,Zn、Mn、Co、",False,否
Title-题名,Author-作者,"0
source    SrcDatabase-来源库
source        Source-文献来源
Name: 36, dtype: str",,Summary-摘要,False,否
苏州高速公路绿化滞尘效果初探,姜红卫; 朱旭东; 孙志海,"0
source        期刊
source    福建林业科技
Name: 37, dtype: str",,"以苏州绕城高速公路为研究对象,研究了苏州高速公路空气中TSP的时间及垂直梯度变化规律,实测了苏州高速公路绿化净化粉尘污染的效果,研究了苏州高速公路绿化常用植物的粉尘净化效果,分析不同植物之间的净化吸收差异,结果表明:单位绿化面积滞尘效果乔木中以广玉兰最好,每周为13.7 g.m-2,是效果较差的深山含笑的2.8倍,灌木中以夹竹桃最强,每周达到11 g.m-2,是滞尘效果较差的紫薇的6.1倍;总体滞尘效果乔木>小乔木、灌木>地被。根据TSP的变化规律与苏州高速公路绿化滞尘现状,提出可以显著提高滞尘效果的绿化设计建议。",False,否
Title-题名,Author-作者,"0
source    SrcDatabase-来源库
source        Source-文献来源
Name: 38, dtype: str",,Summary-摘要,False,否
土壤—植物的重金属污染特征及铅同位素示踪研究,尚英男,"0
source        博士
source    成都理工大学
Name: 39, dtype: str",,土壤是生态环境的重要组成部分，是人类社会的生存基础。土壤—植物系统是生态系统物质能量循环的枢纽，是有机与无机联系的桥梁，由于污水排放、灌溉、大气沉降、采矿冶炼、农药化肥的大量施用等原因，造成了该系统的污染，尤其是重金属污染状况日趋严重。重金属在土壤—植物系统中的迁移直接影响到植物的生长发育，进而影响植物的质量和产量。 	查明污染源，治理污染已经成为一个迫在眉睫的问题。目前污染源的判别方法主要有三种：统计学方法、计算机成图法和同位素示踪法，其中前两种方法主要是对土壤和植物中重金属元素全量及各化学形态进行统计学分析和质量评价，不能对土壤—植物重金属多源体系进行有效地辨析。而铅同位素在示踪多源污染方面有着不可比拟的优势，不同铅源具有不同的铅同位素组成，与重金属迁移过程中物理化学条件的变化没有关联，而且铅同位素丰度高，同位素比值稳定，易于测定，受后期地质地球化学作用影响小，特别是在研究Pb及其它亲硫元素(Hg，Ag，Tl，Sb，Zn及Cu等)的重金属污染源方面，铅同位素示踪正逐步成为一种强有力的技术手段。利用铅同位素的“指纹”特征，只要测定出研究对象和各种可能源区的铅同位素组成，即可准确判定出,False,否
